EV,Waiting_time,Charging_time,Total,Reward
0,0,1.0187499999999994,1.0187499999999994,-1.0187499999999994
1,0,1.2937499999999993,1.2937499999999993,-1.2937499999999993
2,0,1.4187499999999993,1.4187499999999993,-1.4187499999999993
3,0,1.4937499999999995,1.4937499999999995,-1.4937499999999995
4,0,1.1187499999999995,1.1187499999999995,-1.1187499999999995
5,0.943749999999999,1.3937499999999994,2.3374999999999986,-2.3374999999999986
6,1.0187499999999994,1.2187499999999991,2.2374999999999985,-2.2374999999999985
7,0,1.443749999999999,1.443749999999999,-1.443749999999999
8,1.3437499999999993,1.143749999999999,2.487499999999998,-2.487499999999998
9,0,0.9937499999999992,0.9937499999999992,-0.9937499999999992
10,2.1874999999999987,1.2187499999999991,3.406249999999998,-3.406249999999998
11,0,0.8937499999999997,0.8937499999999997,-0.8937499999999997
12,0,1.1437499999999992,1.1437499999999992,-1.1437499999999992
13,1.9874999999999996,1.1687499999999997,3.156249999999999,-3.156249999999999
14,2.237499999999999,1.1937499999999996,3.4312499999999986,-3.4312499999999986
15,3.1062499999999993,1.118749999999999,4.224999999999998,-4.224999999999998
16,0,0.7687499999999997,0.7687499999999997,-0.7687499999999997
17,3.106249999999999,1.1687499999999997,4.274999999999999,-4.274999999999999
18,0,0.9937499999999996,0.9937499999999996,-0.9937499999999996
19,3.2312499999999993,1.0937499999999996,4.324999999999999,-4.324999999999999
