EV,Waiting_time,Charging_time,Total,Reward
0,0,1.0187499999999994,1.0187499999999994,-1.0187499999999994
1,0,1.2937499999999993,1.2937499999999993,-1.2937499999999993
2,0,1.4187499999999993,1.4187499999999993,-1.4187499999999993
3,0,1.4937499999999995,1.4937499999999995,-1.4937499999999995
4,0.943749999999999,1.1187499999999995,2.0624999999999982,-2.0624999999999982
5,1.4437499999999994,1.3937499999999994,2.8374999999999986,-2.8374999999999986
6,1.9624999999999984,1.2187499999999991,3.1812499999999977,-3.1812499999999977
7,0,1.443749999999999,1.443749999999999,-1.443749999999999
8,2.737499999999999,1.143749999999999,3.881249999999998,-3.881249999999998
9,0,0.9937499999999992,0.9937499999999992,-0.9937499999999992
10,3.131249999999998,1.2187499999999991,4.349999999999997,-4.349999999999997
11,0,0.8937499999999997,0.8937499999999997,-0.8937499999999997
12,0,1.1437499999999992,1.1437499999999992,-1.1437499999999992
13,3.6312499999999988,1.1687499999999997,4.799999999999999,-4.799999999999999
14,4.149999999999998,1.1937499999999996,5.343749999999997,-5.343749999999997
15,4.749999999999999,1.118749999999999,5.868749999999999,-5.868749999999999
16,0.168749999999999,0.7687499999999997,0.9374999999999987,-0.9374999999999987
17,5.243749999999998,1.1687499999999997,6.412499999999998,-6.412499999999998
18,0.5937499999999994,0.9937499999999996,1.587499999999999,-1.587499999999999
19,5.718749999999999,1.0937499999999996,6.812499999999998,-6.812499999999998
