EV,Waiting_time,Charging_time,Total,Reward
0,0.0,1.0999999999999996,2.7799999999999994,-2.7799999999999994
1,0.0,1.3604166666666673,3.0404166666666668,-3.0404166666666668
2,0.0,1.0999999999999996,2.7799999999999994,-2.7799999999999994
3,0.0,1.1125,2.7924999999999995,-2.7924999999999995
4,0.0,1.3604166666666673,3.0404166666666668,-3.0404166666666668
5,0.0,1.3499999999999999,3.03,-3.03
6,0.0,1.3541666666666672,3.0041666666666673,-3.0041666666666673
7,0.0,1.1125,2.7924999999999995,-2.7924999999999995
8,0.0,1.225,2.905,-2.905
9,1.205,1.225,4.11,-4.11
10,0.0,1.18125,2.98125,-2.98125
11,0.0,1.375,3.155,-3.155
12,0.0,1.18125,2.98125,-2.98125
13,0.0,1.3562499999999997,3.15625,-3.15625
14,0.0,1.375,3.155,-3.155
15,0.5199999999999991,1.0999999999999996,3.3199999999999985,-3.3199999999999985
16,0.0,1.23125,3.0312500000000004,-3.0312500000000004
17,0.5399999999999991,1.0999999999999996,3.339999999999999,-3.339999999999999
18,0.7354166666666649,1.1125,3.5279166666666644,-3.5279166666666644
19,0.45249999999999946,1.1125,3.244999999999999,-3.244999999999999
20,1.1249999999999998,0.25,3.155,-8.155
21,0.7424999999999997,1.0999999999999996,3.5424999999999995,-3.5424999999999995
22,0.7004166666666667,1.1125,3.5129166666666665,-3.5129166666666665
23,0.2512499999999991,1.3562499999999993,3.4074999999999984,-3.4074999999999984
24,1.3499999999999985,1.0999999999999996,4.149999999999999,-4.149999999999999
25,0.5774999999999997,1.1812499999999997,3.5587499999999994,-3.5587499999999994
26,0.9412499999999997,1.23125,3.9724999999999997,-3.9724999999999997
27,0.7899999999999994,1.225,3.6949999999999994,-3.6949999999999994
28,0.7412499999999995,1.18125,3.7224999999999997,-3.7224999999999997
29,0.7841666666666667,1.1812499999999997,3.7654166666666664,-3.7654166666666664
