time,distance,position,state,act_mode,SOC,action
0.05,0,0,0,0,0.87,-1
0.1,0,0,0,0,0.87,-1
0.15,0,0,0,0,0.87,-1
0.2,0,0,0,0,0.87,-1
0.25,0,0,0,0,0.87,-1
0.3,0,0,0,0,0.87,-1
0.35,0,0,0,0,0.87,-1
0.4,0,0,0,0,0.87,-1
0.45,0,0,0,0,0.87,-1
0.5,0,0,0,0,0.87,-1
0.55,0,0,0,0,0.87,-1
0.6,5.0,1,0,0,0.8265,-1
0.65,10.0,1,0,0,0.8265,-1
0.7,15.0,1,0,0,0.8265,-1
0.75,20.0,2,0,0,0.8265,-1
0.8,25.0,3,0,0,0.72,-1
0.85,30.0,3,0,0,0.72,-1
0.9,35.0,3,0,0,0.72,-1
0.95,40.0,3,0,0,0.72,-1
1.0,45.0,3,0,0,0.72,-1
1.05,50.0,3,0,0,0.72,-1
1.1,55.0,3,0,0,0.72,-1
1.15,60.0,3,0,0,0.72,-1
1.2,65.0,4,0,0,0.72,-1
1.25,70.0,5,0,0,0.641,-1
1.3,75.0,5,0,0,0.641,-1
1.35,80.0,5,0,0,0.641,-1
1.4,85.0,5,0,0,0.641,-1
1.45,90.0,5,0,0,0.641,-1
1.5,95.0,5,0,0,0.641,-1
1.55,100.0,6,0,0,0.641,-1
1.6,105.0,7,0,0,0.54575,-1
1.65,110.0,7,0,0,0.54575,-1
1.7,115.0,7,0,0,0.54575,-1
1.75,120.0,7,0,0,0.54575,-1
1.8,125.0,7,0,0,0.54575,-1
1.85,130.0,7,0,0,0.54575,-1
1.9,135.0,7,0,0,0.54575,-1
1.95,140.0,8,0,0,0.54575,-1
2.0,145.0,9,0,0,0.4275,-1
2.05,150.0,9,0,0,0.4275,-1
2.1,155.0,9,0,0,0.4275,-1
2.15,160.0,9,0,0,0.4275,-1
2.2,165.0,9,0,0,0.4275,-1
2.25,170.0,9,0,0,0.4275,-1
2.3,175.0,9,0,0,0.4275,-1
2.35,180.0,9,0,0,0.4275,-1
2.4,185.0,9,0,0,0.4275,-1
2.45,190.0,10,0,0,0.4275,-1
2.5,195.0,11,0,0,0.298,-1
2.55,200.0,11,0,0,0.298,-1
2.6,205.0,11,0,0,0.298,-1
2.65,210.0,11,0,0,0.298,-1
2.7,215.0,11,0,0,0.298,-1
2.75,220.0,11,0,0,0.298,-1
2.8,225.0,11,0,0,0.298,-1
2.85,230.0,11,0,0,0.298,-1
2.9,235.0,11,0,0,0.298,-1
2.95,240.0,11,0,0,0.298,-1
3.0,245.0,12,0,0,0.298,-1
3.05,245.0,12,2,6,0.6065,0.427
3.1,245.0,12,2,6,0.6065,0.427
3.15,245.0,12,2,6,0.6065,0.427
3.2,245.0,12,2,6,0.6065,0.427
3.25,245.0,12,2,6,0.6065,0.427
3.3,245.0,12,2,6,0.6065,0.427
3.35,245.0,12,2,6,0.6065,0.427
3.4,245.0,12,2,6,0.6065,0.427
3.45,245.0,12,2,6,0.6065,0.427
3.5,245.0,12,2,6,0.6065,0.427
3.55,245.0,12,2,6,0.6065,0.427
3.6,245.0,12,2,6,0.6065,0.427
3.65,245.0,12,2,6,0.6065,0.427
3.7,245.0,12,2,6,0.6065,0.427
3.75,245.0,12,2,6,0.6065,0.427
3.8,245.0,12,2,6,0.6065,0.427
3.85,245.0,12,2,6,0.6065,0.427
3.9,245.0,12,2,6,0.6065,0.427
3.95,245.0,12,2,6,0.6065,0.427
4.0,245.0,12,2,6,0.6065,0.427
4.05,245.0,12,2,6,0.6065,0.427
4.1,245.0,13,0,0,0.6065,-1
4.15,250.0,13,0,0,0.6065,-1
4.2,255.0,13,0,0,0.6065,-1
4.25,260.0,13,0,0,0.6065,-1
4.3,265.0,13,0,0,0.6065,-1
4.35,270.0,13,0,0,0.6065,-1
4.4,275.0,13,0,0,0.6065,-1
4.45,280.0,13,0,0,0.6065,-1
4.5,285.0,13,0,0,0.6065,-1
4.55,290.0,13,0,0,0.6065,-1
4.6,295.0,14,0,0,0.6065,-1
4.65,300.0,15,0,0,0.47100000000000003,-1
4.7,305.0,15,0,0,0.47100000000000003,-1
4.75,310.0,15,0,0,0.47100000000000003,-1
4.8,315.0,15,0,0,0.47100000000000003,-1
4.85,320.0,15,0,0,0.47100000000000003,-1
4.9,325.0,15,0,0,0.47100000000000003,-1
4.95,330.0,15,0,0,0.47100000000000003,-1
5.0,335.0,15,0,0,0.47100000000000003,-1
5.05,340.0,15,0,0,0.47100000000000003,-1
5.1,345.0,15,0,0,0.47100000000000003,-1
5.15,350.0,16,0,0,0.47100000000000003,-1
5.2,355.0,17,0,0,0.37225,-1
5.25,360.0,17,0,0,0.37225,-1
5.3,365.0,17,0,0,0.37225,-1
5.35,370.0,17,0,0,0.37225,-1
5.4,375.0,17,0,0,0.37225,-1
5.45,380.0,17,0,0,0.37225,-1
5.5,385.0,17,0,0,0.37225,-1
5.55,390.0,18,0,0,0.37225,-1
5.6,395.0,19,0,0,0.33375000000000005,-1
5.65,400.0,19,0,0,0.33375000000000005,-1
5.7,405.0,19,0,0,0.33375000000000005,-1
5.75,410.0,20,0,0,0.33375000000000005,-1
5.8,415.0,21,0,0,0.24400000000000005,-1
5.85,420.0,21,0,0,0.24400000000000005,-1
5.9,425.0,21,0,0,0.24400000000000005,-1
5.95,430.0,21,0,0,0.24400000000000005,-1
6.0,435.0,21,0,0,0.24400000000000005,-1
6.05,440.0,21,0,0,0.24400000000000005,-1
6.1,445.0,21,0,0,0.24400000000000005,-1
6.15,450.0,22,0,0,0.24400000000000005,-1
6.2,450.0,22,2,11,0.3867500000000001,0.211
6.25,450.0,22,2,11,0.3867500000000001,0.211
6.3,450.0,22,2,11,0.3867500000000001,0.211
6.35,450.0,22,2,11,0.3867500000000001,0.211
6.4,450.0,22,2,11,0.3867500000000001,0.211
6.45,450.0,22,2,11,0.3867500000000001,0.211
6.5,450.0,22,2,11,0.3867500000000001,0.211
6.55,450.0,22,2,11,0.3867500000000001,0.211
6.6,450.0,22,2,11,0.3867500000000001,0.211
6.65,450.0,22,2,11,0.3867500000000001,0.211
6.7,450.0,23,0,0,0.3867500000000001,-1
