EV,Waiting_time,Charging_time,Total,Reward
0,0.0,0.34999999999999976,3.0799999999999996,-3.0799999999999996
1,0.0,0.13124999999999998,2.8612499999999996,-2.8612499999999996
2,0.0,0.6562500000000002,3.38625,-3.38625
3,0.0,0.2875000000000001,3.1675000000000004,-3.1675000000000004
4,0.0,0.5062499999999996,3.236249999999999,-3.236249999999999
5,0,0.33125000000000016,3.06125,-3.06125
6,0,0.70625,3.43625,-3.43625
7,0,0.26250000000000007,3.1425,-3.1425
8,0.0,0.5875000000000001,3.4675000000000002,-3.4675000000000002
9,0.0,0.21250000000000002,3.0925000000000002,-3.0925000000000002
10,0.0,1.0125,3.8925,-3.8925
11,0.0,0.5312500000000002,3.2612499999999995,-3.2612499999999995
12,0.017499999999999856,0.7812499999999999,3.528749999999999,-3.528749999999999
13,0.0,0.8562499999999997,3.5862499999999993,-3.5862499999999993
14,0.0,0.5562500000000002,3.28625,-3.28625
15,0.0,0.18125000000000002,2.9112499999999994,-2.9112499999999994
16,0.0,0.5874999999999998,3.4675000000000002,-3.4675000000000002
17,0.0,0.4937499999999996,3.3637499999999996,-3.3637499999999996
18,0.1537499999999995,0.5374999999999996,3.571249999999999,-3.571249999999999
19,0.11749999999999973,0.3875000000000003,3.385,-3.385
20,0.24124999999999985,0.4125000000000003,3.5337500000000004,-3.5337500000000004
21,0.0712499999999999,0.4062500000000002,3.2075,-3.2075
22,0,0,2.7299999999999995,-2.7299999999999995
23,0,0.8312499999999998,3.5612499999999994,-3.5612499999999994
24,0,0.8374999999999995,3.7174999999999994,-3.7174999999999994
25,0,0.5249999999999998,3.2549999999999994,-3.2549999999999994
26,0.11749999999999981,0.43125000000000024,3.27875,-3.27875
27,0,0.41874999999999984,3.1487499999999993,-3.1487499999999993
28,0.09749999999999974,0.5312500000000002,3.3587499999999992,-3.3587499999999992
29,0.0,1.0062499999999992,3.736249999999999,-3.736249999999999
