time,distance,position,state,act_mode,SOC,action
6.25,470.0,23,0,0,0.26925000000000004,-1
6.3,475.0,23,0,0,0.26925000000000004,-1
6.35,480.0,24,0,0,0.26925000000000004,-1
6.4,485.0,25,0,0,0.16300000000000003,-1
6.45,490.0,25,0,0,0.16300000000000003,-1
6.5,495.0,25,0,0,0.16300000000000003,-1
6.55,500.0,25,0,0,0.16300000000000003,-1
6.6,505.0,25,0,0,0.16300000000000003,-1
6.65,510.0,25,0,0,0.16300000000000003,-1
6.7,515.0,25,0,0,0.16300000000000003,-1
6.75,520.0,25,0,0,0.16300000000000003,-1
6.8,525.0,26,0,0,0.16300000000000003,-1
