EV,Waiting_time,Charging_time,Total,Reward
0,0,2.2262500000000003,2.2262500000000003,-2.2262500000000003
1,1.076250000000002,3.0012500000000006,4.077500000000002,-4.077500000000002
2,0,2.6762500000000005,2.6762500000000005,-2.6762500000000005
3,0,3.490000000000001,3.490000000000001,-3.490000000000001
4,0,3.5618750000000006,3.5618750000000006,-3.5618750000000006
5,0,3.783125000000001,3.783125000000001,-3.783125000000001
6,0,3.586875000000001,3.586875000000001,-3.586875000000001
7,0,2.7262500000000003,2.7262500000000003,-2.7262500000000003
8,0,3.265000000000001,3.265000000000001,-3.265000000000001
9,0,3.0900000000000007,3.0900000000000007,-3.0900000000000007
10,1.085625,3.7331250000000007,4.8187500000000005,-4.8187500000000005
11,0,3.461875000000001,3.461875000000001,-3.461875000000001
12,0,3.807500000000001,3.807500000000001,-3.807500000000001
13,0,2.3300000000000005,2.3300000000000005,-2.3300000000000005
14,0,3.7581250000000015,3.7581250000000015,-3.7581250000000015
15,0,3.536875000000001,3.536875000000001,-3.536875000000001
16,0,3.408125000000001,3.408125000000001,-3.408125000000001
17,1.3762500000000004,2.6262500000000006,4.002500000000001,-4.002500000000001
18,0,2.74,2.74,-2.74
19,1.30625,1.8812500000000005,3.1875000000000004,-3.1875000000000004
